,sentence,prefix,suffix,dir,header,ScripCode,dir_status
636,Consolidated Net Profit - YoY Growth in quarter ended Mar 2023 is 24.53% vs 180.15% in Mar 2022,Consolidated Net Profit,YoY Growth in quarter ended Mar 2023 is 24.53% vs 180.15% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,511243,bad
637,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is 43.40% vs 39.78% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is 43.40% vs 39.78% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,511243,good
638,Interest - YoY Growth in quarter ended Mar 2023 is 61.95% vs -4.35% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is 61.95% vs -4.35% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,511243,bad
639,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,511243,bad
640,Net Sales - QoQ Growth in quarter ended Mar 2023 is 7.27% vs 6.37% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is 7.27% vs 6.37% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,543066,good
641,Standaloned Net Profit - QoQ Growth in quarter ended Mar 2023 is 17.08% vs -3.08% in Dec 2022,Standaloned Net Profit,QoQ Growth in quarter ended Mar 2023 is 17.08% vs -3.08% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,543066,good
642,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is 15.08% vs 8.88% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is 15.08% vs 8.88% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,543066,good
643,Interest - QoQ Growth in quarter ended Mar 2023 is 9.26% vs 26.26% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is 9.26% vs 26.26% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,543066,good
644,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,543066,good
645,Net Sales - YoY Growth in quarter ended Mar 2023 is 31.99% vs 22.91% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is 31.99% vs 22.91% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,543066,good
646,Standaloned Net Profit - YoY Growth in quarter ended Mar 2023 is 2.69% vs 231.13% in Mar 2022,Standaloned Net Profit,YoY Growth in quarter ended Mar 2023 is 2.69% vs 231.13% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,543066,bad
647,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is 30.17% vs 153.41% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is 30.17% vs 153.41% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,543066,bad
648,Interest - YoY Growth in quarter ended Mar 2023 is 89.72% vs 9.73% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is 89.72% vs 9.73% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,543066,bad
649,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,543066,bad
650,Net Sales - YoY Growth in quarter ended Mar 2023 is 0.83% vs 2.40% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is 0.83% vs 2.40% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500425,bad
651,Consolidated Net Profit - YoY Growth in quarter ended Mar 2023 is -2.11% vs -30.44% in Mar 2022,Consolidated Net Profit,YoY Growth in quarter ended Mar 2023 is -2.11% vs -30.44% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500425,good
652,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is -13.01% vs -22.53% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is -13.01% vs -22.53% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500425,good
653,Interest - YoY Growth in quarter ended Mar 2023 is 23.37% vs 1.08% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is 23.37% vs 1.08% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500425,bad
654,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500425,bad
655,Net Sales - QoQ Growth in quarter ended Mar 2023 is 0.75% vs 10.69% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is 0.75% vs 10.69% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500425,bad
656,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is 48.46% vs 366.21% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is 48.46% vs 366.21% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500425,bad
657,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is 22.89% vs 201.47% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is 22.89% vs 201.47% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500425,bad
658,Interest - QoQ Growth in quarter ended Mar 2023 is -8.39% vs 6.25% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is -8.39% vs 6.25% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500425,good
659,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500425,good
660,Net Sales - YoY Growth in quarter ended Mar 2023 is 22.62% vs 20.75% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is 22.62% vs 20.75% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500002,good
661,Standaloned Net Profit - YoY Growth in quarter ended Mar 2023 is -34.36% vs 163.97% in Mar 2022,Standaloned Net Profit,YoY Growth in quarter ended Mar 2023 is -34.36% vs 163.97% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500002,bad
662,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is 51.86% vs 42.06% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is 51.86% vs 42.06% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500002,good
663,Interest - YoY Growth in quarter ended Mar 2023 is 50.68% vs -53.46% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is 50.68% vs -53.46% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500002,bad
664,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500002,good
665,Net Sales - QoQ Growth in quarter ended Mar 2023 is -0.50% vs 14.65% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is -0.50% vs 14.65% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500002,bad
666,Standaloned Net Profit - QoQ Growth in quarter ended Mar 2023 is -19.79% vs 54.55% in Dec 2022,Standaloned Net Profit,QoQ Growth in quarter ended Mar 2023 is -19.79% vs 54.55% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500002,bad
667,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is -21.68% vs 72.69% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is -21.68% vs 72.69% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500002,bad
668,Interest - QoQ Growth in quarter ended Mar 2023 is -69.20% vs 364.10% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is -69.20% vs 364.10% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500002,good
669,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has fallen from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has fallen from Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500002,bad
670,Net Sales - QoQ Growth in quarter ended Mar 2023 is 17.72% vs 12.18% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is 17.72% vs 12.18% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,517354,good
671,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is 26.28% vs 51.61% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is 26.28% vs 51.61% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,517354,bad
672,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is 24.44% vs 47.68% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is 24.44% vs 47.68% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,517354,bad
673,Interest - QoQ Growth in quarter ended Mar 2023 is 33.93% vs 6.59% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is 33.93% vs 6.59% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,517354,bad
674,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,517354,good
675,Net Sales - YoY Growth in quarter ended Mar 2023 is 9.78% vs 32.55% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is 9.78% vs 32.55% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,517354,bad
676,Consolidated Net Profit - YoY Growth in quarter ended Mar 2023 is 1.58% vs 16.01% in Mar 2022,Consolidated Net Profit,YoY Growth in quarter ended Mar 2023 is 1.58% vs 16.01% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,517354,bad
677,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is 1.39% vs 2.31% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is 1.39% vs 2.31% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,517354,bad
678,Interest - YoY Growth in quarter ended Mar 2023 is -48.82% vs -18.97% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is -48.82% vs -18.97% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,517354,good
679,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,517354,bad
680,Net Sales - YoY Growth in quarter ended Mar 2023 is 2.20% vs -8.35% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is 2.20% vs -8.35% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500049,good
681,Consolidated Net Profit - YoY Growth in quarter ended Mar 2023 is 19.74% vs -15.63% in Mar 2022,Consolidated Net Profit,YoY Growth in quarter ended Mar 2023 is 19.74% vs -15.63% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500049,good
682,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is 16.12% vs -20.36% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is 16.12% vs -20.36% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500049,good
683,Interest - YoY Growth in quarter ended Mar 2023 is -42.12% vs -24.11% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is -42.12% vs -24.11% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500049,good
684,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500049,good
685,Net Sales - QoQ Growth in quarter ended Mar 2023 is 56.01% vs 4.83% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is 56.01% vs 4.83% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500049,good
686,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is 125.45% vs -1.72% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is 125.45% vs -1.72% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500049,good
687,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is 112.17% vs -0.56% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is 112.17% vs -0.56% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500049,good
688,Interest - QoQ Growth in quarter ended Mar 2023 is -74.69% vs 455.43% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is -74.69% vs 455.43% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500049,good
689,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500049,good
690,Net Sales - QoQ Growth in quarter ended Mar 2023 is -0.88% vs 3.79% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is -0.88% vs 3.79% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500547,bad
691,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is 293.27% vs 616.12% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is 293.27% vs 616.12% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500547,bad
692,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is 163.14% vs 197.73% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is 163.14% vs 197.73% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500547,bad
693,Interest - QoQ Growth in quarter ended Mar 2023 is -14.06% vs 20.41% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is -14.06% vs 20.41% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500547,good
694,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500547,good
695,Net Sales - YoY Growth in quarter ended Mar 2023 is 13.49% vs 35.73% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is 13.49% vs 35.73% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500547,bad
696,Consolidated Net Profit - YoY Growth in quarter ended Mar 2023 is 145.13% vs -72.79% in Mar 2022,Consolidated Net Profit,YoY Growth in quarter ended Mar 2023 is 145.13% vs -72.79% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500547,good
697,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is 86.17% vs -5.50% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is 86.17% vs -5.50% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500547,good
698,Interest - YoY Growth in quarter ended Mar 2023 is 28.98% vs 29.83% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is 28.98% vs 29.83% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500547,good
699,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500547,good
700,Net Sales - QoQ Growth in quarter ended Mar 2023 is -11.91% vs -47.54% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is -11.91% vs -47.54% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500490,good
701,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is 5.22% vs 3.45% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is 5.22% vs 3.45% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500490,good
702,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is -11.01% vs -59.23% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is -11.01% vs -59.23% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500490,good
703,Interest - QoQ Growth in quarter ended Mar 2023 is 613.04% vs 2.99% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is 613.04% vs 2.99% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500490,bad
704,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500490,good
705,Net Sales - YoY Growth in quarter ended Mar 2023 is -3.10% vs -3.28% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is -3.10% vs -3.28% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500490,good
706,Consolidated Net Profit - YoY Growth in quarter ended Mar 2023 is 22.38% vs 16.48% in Mar 2022,Consolidated Net Profit,YoY Growth in quarter ended Mar 2023 is 22.38% vs 16.48% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500490,good
707,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is -3.62% vs -2.08% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is -3.62% vs -2.08% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500490,bad
708,Interest - YoY Growth in quarter ended Mar 2023 is 515.00% vs -14.89% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is 515.00% vs -14.89% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500490,bad
709,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500490,bad
710,Net Sales - QoQ Growth in quarter ended Mar 2023 is -1.22% vs -0.32% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is -1.22% vs -0.32% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500087,bad
711,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is -34.37% vs 1.53% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is -34.37% vs 1.53% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500087,bad
712,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is -16.61% vs 8.08% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is -16.61% vs 8.08% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500087,bad
713,Interest - QoQ Growth in quarter ended Mar 2023 is 7.98% vs 24.54% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is 7.98% vs 24.54% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500087,good
714,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has fallen from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has fallen from Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500087,bad
715,Net Sales - YoY Growth in quarter ended Mar 2023 is 9.11% vs 14.19% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is 9.11% vs 14.19% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500087,bad
716,Consolidated Net Profit - YoY Growth in quarter ended Mar 2023 is 45.18% vs -12.41% in Mar 2022,Consolidated Net Profit,YoY Growth in quarter ended Mar 2023 is 45.18% vs -12.41% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500087,good
717,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is 56.56% vs -5.84% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is 56.56% vs -5.84% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500087,good
